,wage
487,0.00987453211574966
488,0.013771644424107603
489,0.08056506490139137
490,0.0970902367934063
491,0.007266944161800841
492,0.23377635429310653
493,0.14723303416739725
494,0.12935710500263636
495,0.5047440751028593
496,0.005461749742902995
497,0.06252416237118133
498,0.06463910169648002
499,0.18175686027582022
500,0.24137131458359515
501,0.14633902056611486
502,0.4692232243402324
503,0.02644593302616895
504,0.3728299094186094
505,0.4776809790827312
506,0.003311771541967891
507,0.9515400607014595
508,0.004501983659114015
509,0.25426671138887585
510,0.010496100360614985
511,0.016117116970967908
512,0.005719449133494979
513,0.00041524430358568204
514,0.1243926056170196
515,0.05877968806460515
516,0.006012047587671906
517,0.012869501208436008
518,0.8660632245416108
519,0.0958340371242028
520,0.03159322467771402
521,0.22174602982599242
522,0.3118380069688229
523,0.0016032454767408789
524,0.6089609352428172
525,0.019281397309431538
526,0.6674251017300723
527,0.4242728964265137
528,0.14897262597237695
529,0.9849688101890645
530,0.12224698009033526
531,0.007901732864529202
532,0.1181132253152719
533,0.09676936413972839
534,0.16800638015956462
535,0.6331201259146959
536,0.14829593139208178
537,0.9408380393360551
538,0.3744690876752851
539,0.0004693220888073311
540,0.195706938372058
541,0.6510063150013099
542,0.10342707634057674
543,0.005058014669627237
544,0.7619853623469998
545,0.350684388119431
546,0.6478531759135013
547,0.23637563684718138
548,0.16258599133005164
549,0.3302997997619458
550,0.0010166091022237175
551,0.019281896809506056
552,0.5439537131975575
553,0.8171571105418867
554,0.364337457184474
555,0.40529671958714336
556,0.43549777593310207
557,0.6542727127606698
558,0.6626328959268372
559,0.004243308313625539
560,0.013617027119904666
561,0.02903542996119996
562,0.5874047661062468
563,0.12950090034745612
564,0.06009846362576858
565,0.04304194331964252
566,0.45857533772550463
567,0.005762573952246696
568,0.4512306877853225
569,0.0404502199087662
570,0.5120087352800599
571,0.05125324430429355
572,0.40443483773555333
573,0.01957851114019985
574,0.6639766797134655
575,0.8959674752299762
576,0.17275652816924772
577,0.37590030552121234
578,0.7954547798749146
579,0.2154050355016391
580,0.07665696591922352
581,0.5566236455413279
582,0.6304270766717499
583,0.007738339554860429
584,0.07456535626775329
585,0.007196841945405689
586,0.41096843383285053
587,0.45811150660469396
588,0.0018779380564123364
589,0.04790536347093494
590,0.0011308314252419908
591,0.14796600010694275
592,0.4049494181910681
593,0.001162143717853264
594,0.7922994929454321
595,0.009223258910809698
596,0.009047831471116792
597,0.4763245607699608
598,0.3464282396178778
599,0.0037073193092014953
600,0.3339063698622732
601,0.03948596396812609
602,0.3091782682251886
603,0.6557938574219321
604,0.07193014127502921
605,0.0009213645460723394
606,0.005279652207131611
607,0.40513001840107865
608,0.12258681531657248
609,0.04405016129995663
610,0.3660568925876242
611,0.9090770995574269
612,0.0043688091789333
613,0.006708236657838317
614,0.2677808749312788
615,0.11597763807686663
616,0.001965073501509668
617,0.23762977068354843
618,0.10052542354438591
619,0.9853885720678309
620,0.2954915301282762
621,0.0022473246961468565
622,0.03173922803985727
623,0.07567809319188458
624,0.19613263941447578
625,0.9304642104221453
626,0.38591429218074363
627,0.9687678599745253
628,0.23278366107768483
629,0.29745833886777096
630,0.05141324355646208
631,0.04205056115567919
632,0.11222658357100178
633,0.0029891206631590212
634,0.2450580838385
635,0.9755681932032245
636,0.08582318041781636
637,0.08828547681188868
638,0.43885387638429374
639,0.03085339765429607
640,0.035687294639795926
641,0.010147094969218675
642,0.5430348297463129
643,0.9646855253312246
644,0.005693248839184293
645,0.0006917229533396228
646,0.0025112572279558853
647,0.5228546723172545
648,0.11255336324212904
649,0.05206728908863315
650,0.11931905001139664
651,0.00117032095650348
652,0.7175526957782081
653,0.2821050208245343
654,0.42274568219938463
655,0.0008188647013976038
656,0.841345598866333
657,0.03312413162826469
658,0.13797212401245437
659,0.14845681873867975
660,0.587361150676705
661,0.12691633732335114
662,0.020490227229459496
663,0.006340974368668028
664,0.10786213116237703
665,0.07568522088608062
666,0.31091739847932165
667,0.025850387984520978
668,0.2858596370695644
669,0.25773542836875446
670,0.001162143717853264
671,0.008437177289624903
672,0.015821966175992932
673,0.765542777811124
674,0.001690416564879582
675,7.706962845488609e-05
676,0.11108611085286302
677,0.01641458006610922
678,0.017496514895051187
679,0.9765140491665809
680,0.2192876637291908
681,0.02255763191857666
682,0.30703904779967406
683,0.44276181074842685
684,0.21231364183314616
685,0.28646012433988444
686,0.5923288131757497
687,0.0018981862562456341
688,0.22814620312689401
689,0.09870830103102927
690,0.1576189932092655
691,0.004244623840160058
692,0.9889130928980289
693,0.25330394579692267
694,0.14593398297142754
695,0.0018779380564123364
696,0.00930962515831611
697,0.01739498063951382
698,0.4035534158038701
699,0.7506161669591543
700,0.00526192060455068
701,0.7789318204064707
702,0.8535773614417529
703,0.007531751429238181
704,0.006304248586047167
705,0.013303734951582137
706,0.31271604709955064
707,0.02587983872570459
708,0.5134904365060022
709,0.4113050014615444
710,0.24009516173193932
711,0.494120552995083
712,0.352917695811014
713,0.017601799354494286
714,0.35829571322373355
715,0.014407682874778399
716,0.20283056385999476
717,0.04085436054436803
718,0.7152581049424752
719,0.9339775187949718
720,0.07967487020284475
721,0.7055067397308128
722,0.08548475792170591
723,0.18831979482401262
724,0.03935947113205984
725,0.061013738223166754
726,0.9821668217195223
727,0.02204896920362348
728,0.00453245070059506
729,0.030025300513558617
730,0.20013356303192492
731,0.27899068811091543
732,0.7236260161682844
733,0.028211695938109786
734,0.0039798621069669984
735,0.2823982603031937
736,0.19558270864417057
737,0.39610750671238043
738,0.02009727479999958
739,0.07397607437785478
740,0.13386714382468975
741,0.30703904779967406
742,0.20388054394486158
743,0.5082199530382585
744,0.0255014598356046
745,0.009131207134582379
746,0.31502976733173693
747,0.38663957275358
748,0.5496162293253614
749,0.2598142120903481
750,0.8221796535303
751,0.5063360776456715
752,0.028639340109108482
753,0.03354386167414257
754,0.31397289954374175
755,0.37590030552121234
756,0.104836527899567
757,0.03201468180250753
758,0.526071753729861
759,0.28795664430137347
760,0.14233287449862964
761,0.39365967528282614
762,0.07002923999667521
763,0.012166402906993855
764,0.0002888619757672499
765,0.004529454338662233
766,0.004978189852451175
767,0.002170747064733866
768,0.006645785243257007
769,0.45187486451328457
770,0.003239852983834815
771,0.02716252014883939
772,0.024463884724835128
773,0.004908710136100257
774,0.19537606289824538
775,0.5537737381998012
776,0.7925277280804014
777,0.042804936794063754
778,0.1297726305718963
779,0.12166746341502688
780,0.006891151759050749
781,0.8757405651043483
782,0.3185718129938976
783,0.052661214933450266
784,0.3079930546290642
785,0.8852497010464159
786,0.7955768374499088
787,0.2916812486866054
788,0.18299851579695278
789,0.02203567739161755
790,0.2661948343922033
791,0.007324282290337451
792,0.011325393360656362
793,0.047593611628705304
794,0.18892444790160365
795,0.43197074570871985
796,0.10634087267229148
797,0.5974009201546615
798,3.4777770049384435e-05
799,0.5758802133425218
800,0.013773576678799481
801,0.32723553861408883
802,0.2928736780967608
803,0.19836390468221501
804,0.25874411363410493
805,0.26096421878079307
806,0.11669272778823846
807,0.8640038912997672
808,0.013370524145736203
809,0.08039239729327288
810,0.36424571049072274
811,0.018351177592709968
812,0.09786813242770277
813,0.28765131293090684
814,0.055860507680704115
815,0.7291099523611447
816,0.09613507929142485
817,0.0018498241087341735
818,0.001312814277318801
819,0.16518149055096337
820,0.006040848015874339
821,0.015377515762867073
822,0.06056297995391118
823,0.08705769039708561
824,0.47440221256424275
825,0.12658517386624168
826,0.009803716792129923
827,0.0005618718695680867
828,0.8543054945902749
829,0.8543867908983058
830,0.1226980679479849
831,0.03242606394052905
832,0.2568811508330352
833,0.12452121358940693
834,0.13632414830085154
835,0.007534199995512664
836,0.15125179228016614
837,0.08981026811856221
838,0.05199361134377162
839,0.20487757730847805
840,0.11449082782715524
841,0.002715580145832981
842,0.0034458425131748058
843,0.6540265170782347
844,0.01882385183719486
845,0.05671750348788538
846,0.7032390579226176
847,0.269252129868754
848,0.6997058996925835
849,0.02530585189021932
850,0.032492070590202614
851,0.9433099090756011
852,0.002105335417587677
853,0.33333821250363604
854,0.00620013257060012
855,0.20904409992168288
856,0.23607891064605308
857,0.2859243147569089
858,0.7390333623971174
859,0.14921411355580036
860,0.01985905655912608
861,0.43278377001361795
862,0.013533090276760801
863,0.0648189183477902
864,0.013771644424107603
865,0.012458146418139027
866,0.7218292743774671
867,0.14131519446664914
868,0.6166437224916413
869,0.011722318285489225
870,0.32421008411228835
871,0.09224330416941469
872,0.4518117471754564
873,0.33654887997686633
874,0.01700338039432366
875,0.3482152891037556
876,0.028314217426700806
877,0.012149274475577784
878,0.6516858852664608
879,0.653819420918733
880,0.09771498765647232
881,0.02106149743667271
882,0.9875908215746982
883,0.00709280841892785
884,0.4921603105226
885,0.5967439702840107
886,0.10934609815873277
887,0.8772129943338185
888,0.09188888287750456
889,0.7535677755934738
890,0.22012970242219895
891,0.2287919990535921
892,0.23361527723019496
893,0.01849191318105488
894,0.3935679683964019
895,0.02053967925815972
896,0.03909745206275277
897,0.9559886692795339
898,0.0003656331831189202
899,0.5497222558315443
900,0.6264235389040873
901,0.9381389238716044
902,0.007361854357953351
903,0.0022946852382609976
904,0.018536365548793045
905,0.7658923553412714
906,0.540511589465028
907,0.3694415082805503
908,0.46284597694379365
909,0.3283534603975318
910,0.06037640647811733
911,0.05866458758041139
912,0.296368416657159
913,0.0018056443132450988
914,0.5264449873838979
915,0.01649097454523888
916,0.0462364390738706
917,0.3214052920782163
918,0.3227449533775945
919,0.005988688313324789
920,0.4659320862556049
921,0.7435659396602432
922,0.4712982194286341
923,0.42006280747085306
924,0.09138230687993708
925,0.06325373316287401
926,0.06382196508695108
927,0.07491915665323952
928,0.21693538026604534
929,0.04870331189514991
930,0.05200147965219368
931,0.6567292611197184
932,0.14217112182168118
933,0.00453245070059506
934,0.3253183586151871
935,0.4962537028926864
936,0.0009213645460723394
937,0.5624414197736626
938,0.03474235189154567
939,0.0051101375557131845
940,0.3004566534969256
941,0.4841112453319475
942,0.003891042548738164
943,0.3065787924936933
944,0.0012333385261080493
945,0.6804211718116772
946,0.15574756295911218
947,0.003967804723799952
948,0.1853471909719715
949,0.11653879496821447
950,0.08078190452718219
951,0.029769828483843942
952,0.33181823981702463
953,0.0005563439003458077
954,0.4165848614050453
955,0.002081545576843731
956,0.13681923157370063
957,0.3514200083488135
958,0.26668258124943994
959,0.3723847655317402
960,0.0021725028488981083
961,0.03196433362269948
962,0.04566433863062816
963,0.006232992932705977
964,0.6870395983629639
965,0.01407940134851373
966,0.009441822826534576
967,0.4568178185532595
968,0.14565680504848647
969,0.03768547283932237
970,0.03248772064574535
971,0.9759371742863665
972,0.4011739434503638
973,0.09100573676607601
974,0.0668013356920466
975,0.11821601167303909
976,0.014976638073885369
977,0.7674374837691454
978,0.7793778548588118
979,0.9781733892912902
980,0.3174373639490429
981,0.008540609866310105
982,0.03934206363123789
983,0.30239681118032125
984,0.4848351889519614
985,0.028486493759559264
986,0.3644533742512069
987,0.3274658379702623
988,0.02626848030742782
989,0.0020808534001474626
990,0.4879939767242066
991,0.6035177722287971
992,0.9844285924819107
993,0.4202357192129499
994,0.6618112947658402
995,0.0007704127184173353
996,0.03920697768637919
997,0.003630646391070231
998,0.6713313853865546
999,0.1765382811487074
1000,0.001735982174617443
1001,0.5068881977873235
1002,0.00737204111677954
1003,0.03402981666288384
1004,0.3273107835142172
1005,0.31539470519274926
1006,0.4240710175829253
1007,0.08134785264595956
1008,0.7166046542268216
1009,0.004530652732623834
1010,0.025013426069129586
1011,0.08485359839566553
1012,0.7445926155412864
1013,0.005888496251124758
1014,0.22947173772155874
1015,0.4174427244124512
1016,0.5453173233584634
1017,0.34057176533188954
1018,0.19433787466999097
1019,0.46111770476575215
1020,0.6533900147622151
1021,0.012322671190154162
1022,0.4341046707158029
1023,0.042142540556596914
1024,0.007044574176217363
1025,0.9762853672243442
1026,0.024725995550897467
1027,0.3192266761593849
1028,0.008085500506916499
1029,0.052670911305236275
1030,0.019024319965184663
1031,0.34773496935450804
1032,0.3947656114553429
1033,0.22188699120338165
1034,0.052599316005122757
1035,0.016283477774719873
1036,0.30703904779967406
1037,0.02358843506134118
1038,0.16148170610531637
1039,0.20187851532898435
1040,0.9405004579595531
1041,0.32142938155435197
1042,0.17090295587094848
1043,0.010169922716927078
1044,7.706962845488609e-05
1045,0.8735797670324523
1046,0.13916421497225895
1047,0.19351659588983336
1048,0.003799866606434186
1049,0.15013460557186967
1050,0.3492367107253557
1051,0.2758946874926707
1052,0.860125064292477
1053,0.06524975115985554
1054,0.4592952538628771
1055,0.7336559698278929
1056,0.0006157299783045387
1057,0.4275697462012202
1058,0.1230703273312867
1059,0.004431041532824335
1060,0.14685715673856303
1061,0.010020064320962736
1062,0.0008310448827507175
1063,0.01321712847274023
1064,0.09133796325247107
1065,0.017053958680113567
1066,0.3880642136856486
1067,0.020866354021562235
1068,0.7152581049424752
1069,0.9653620111190936
1070,0.1367538772089716
1071,0.005510604027808011
1072,0.04643375317153367
1073,0.015232731816538524
1074,0.9733438144723471
1075,0.9584930161867825
1076,0.027064504514621255
1077,0.3542823058305217
1078,0.5963083614003879
1079,0.014118898760043153
1080,0.04029997043079445
1081,0.016293802485573213
1082,0.6256026033165915
1083,0.36686590221742027
1084,0.01352130852546712
1085,0.016032126015198152
1086,0.9835766415465683
1087,0.2035114735339545
1088,0.004901057473654986
1089,0.6412983468030097
1090,0.6789139089977893
1091,0.14564733908798733
1092,0.022682254296770073
1093,0.12303358381779383
1094,0.0053064557677980385
1095,0.018316828279561555
1096,0.3667737826869702
1097,0.792385741983051
1098,0.21701936550816428
1099,0.099253883526559
1100,0.010011444654719311
1101,0.44488751974603885
1102,0.18567868058972056
1103,0.000359580270498498
1104,0.003334388730156657
1105,0.1540115442027425
1106,0.02023459092457601
1107,0.008088771666277111
1108,0.22750655185620747
1109,0.1382740317650367
1110,0.9832352986026115
1111,0.4278902250306348
1112,0.7859539050638061
1113,0.9292573286086839
1114,0.0514995204419284
1115,0.1259835691260438
1116,0.0037073193092014953
1117,0.049094248876859294
1118,0.3662634451205596
1119,0.3351814054146894
1120,0.12670497992896257
1121,0.46551677684390214
1122,0.9853885720678309
1123,0.1430158212557568
1124,0.20038025741371354
1125,0.1396277846426982
1126,0.08942922264826916
1127,0.31987326500471547
1128,0.00513456582506764
1129,0.06801204951167882
1130,0.36088772120507406
1131,0.9875908215746982
1132,0.0959042644382608
1133,0.05435009834929108
1134,0.008071436369556114
1135,0.03749317078743551
1136,0.34523027911106996
1137,0.13408324325066134
1138,0.028106271024249927
1139,0.10764996826593622
1140,0.5658520268972221
1141,0.3803462878496608
1142,0.019370752425594814
1143,0.22697767720022965
1144,0.06010586845111828
1145,0.0245179931673422
1146,0.0018483542348804115
1147,0.003367778829170807
1148,0.46224183865078894
1149,0.0009574838267612079
1150,0.015606058838872335
1151,0.3865527366256422
1152,0.2040891458576495
1153,0.3461044672162329
1154,0.9853885720678309
1155,0.16156777002958878
1156,0.11455090705758027
1157,0.9863820717235894
1158,0.6989350465166859
1159,0.012248879458630456
1160,0.0754363156201984
1161,0.41086720382502473
1162,0.05428842418624424
1163,0.1540047369080967
1164,0.019281397309431538
1165,0.07309109043019431
1166,0.06385654962405127
1167,0.023374612525515398
1168,0.2347189494738572
1169,0.3399590317449629
1170,0.8139960553067265
1171,0.12568395219938283
1172,0.11334497956588
1173,0.43300717044417314
1174,0.009777980538068031
1175,0.006614877910063523
1176,0.0029891206631590212
1177,0.030120113485563586
1178,0.108373580293207
1179,0.01866735188823071
1180,0.03321367673002438
1181,0.08582958997112189
1182,0.6603891551743125
1183,0.1586020991403541
1184,0.15999736592314015
1185,0.006621300986008273
1186,0.2891225278601001
1187,0.2809270199169082
1188,0.23686648620785397
1189,6.348558973232975e-05
1190,0.8216809823238432
1191,0.0015494532874603378
1192,0.009204373012534944
1193,0.03366183404990238
1194,0.016309406288394415
1195,0.020832635447233874
1196,0.1970217446869508
1197,0.006585832195172555
1198,0.329382713761226
1199,0.3068999388181819
1200,0.0006966052890490261
1201,0.008644352347422847
1202,0.6981146217236085
1203,0.05691160267907205
1204,0.31593309962773886
1205,0.0043688091789333
1206,0.3624852995820114
1207,0.15976076433683883
1208,0.036353017369905184
1209,0.0026501079496603695
1210,0.05179642148393709
1211,0.3329769244406173
1212,0.10613208016438017
1213,0.0004693220888073311
1214,0.4564645859622831
1215,0.007980326465331755
1216,0.27328745423128115
1217,0.06586382948199782
1218,0.9486942116079894
1219,0.03297648208053977
1220,0.04140710750771443
1221,0.24210773094817276
1222,0.9631182314519504
1223,0.17208505665137544
1224,0.011811421898507172
1225,0.027027149383186913
1226,0.9542470852367724
1227,0.9317668700515452
1228,0.22646356626041106
1229,0.5869681677186765
1230,0.002388741907733429
1231,0.18459611405567708
1232,0.000434382960234482
1233,0.4905061365853206
1234,0.03978304698189047
1235,0.01540644668481203
1236,0.8244014453076273
1237,0.18166304433918679
1238,0.3037127921782495
1239,0.6426349475054346
1240,0.821879138840979
1241,0.6076194474768228
1242,0.005657671037883696
1243,0.09615161326708055
